Begin Time (s),End Time (s),Common Name,Confidence,3997 Begin File
36,39,Red-eyed Vireo,0.2789,   1 PAM10_20230417_084000.wav
39,42,Philadelphia Vireo,0.119,   1 PAM10_20230417_084000.wav
39,42,Red-eyed Vireo,0.7924,   1 PAM10_20230417_084000.wav
42,45,Philadelphia Vireo,0.1954,   1 PAM10_20230417_084000.wav
42,45,Red-eyed Vireo,0.7225,   1 PAM10_20230417_084000.wav
45,48,Red-eyed Vireo,0.3247,   1 PAM10_20230417_084000.wav
48,51,Red-eyed Vireo,0.7169,   1 PAM10_20230417_084000.wav
51,54,Red-eyed Vireo,0.7313,   1 PAM10_20230417_084000.wav
54,57,Acadian Flycatcher,0.1436,   1 PAM10_20230417_084000.wav
54,57,Red-eyed Vireo,0.3632,   1 PAM10_20230417_084000.wav
57,60,Red-eyed Vireo,0.4008,   1 PAM10_20230417_084000.wav
6,9,Blue-headed Vireo,0.1311,   1 PAM10_20230417_084000.wav
6,9,Red-eyed Vireo,0.4549,   1 PAM10_20230417_084000.wav
9,12,Acadian Flycatcher,0.1053,   1 PAM10_20230417_084000.wav
9,12,Red-eyed Vireo,0.6567,   1 PAM10_20230417_084000.wav
0,3,Blue-headed Vireo,0.1441,   1 PAM10_20230417_085000.wav
0,3,Red-eyed Vireo,0.2573,   1 PAM10_20230417_085000.wav
12,15,Red-eyed Vireo,0.494,   1 PAM10_20230417_085000.wav
15,18,Red-eyed Vireo,0.393,   1 PAM10_20230417_085000.wav
18,21,Red-eyed Vireo,0.2128,   1 PAM10_20230417_085000.wav
21,24,Blue-headed Vireo,0.1173,   1 PAM10_20230417_085000.wav
21,24,Red-eyed Vireo,0.3662,   1 PAM10_20230417_085000.wav
24,27,Red-eyed Vireo,0.2851,   1 PAM10_20230417_085000.wav
3,6,Red-eyed Vireo,0.305,   1 PAM10_20230417_085000.wav
30,33,Red-eyed Vireo,0.3263,   1 PAM10_20230417_085000.wav
33,36,Red-eyed Vireo,0.1322,   1 PAM10_20230417_085000.wav
36,39,Red-eyed Vireo,0.4895,   1 PAM10_20230417_085000.wav
39,42,Red-eyed Vireo,0.3257,   1 PAM10_20230417_085000.wav
42,45,Andean Solitaire,0.2979,   1 PAM10_20230417_085000.wav
42,45,Engine,0.146,   1 PAM10_20230417_085000.wav
42,45,Red-eyed Vireo,0.2436,   1 PAM10_20230417_085000.wav
45,48,Red-eyed Vireo,0.6393,   1 PAM10_20230417_085000.wav
48,51,Red-eyed Vireo,0.2777,   1 PAM10_20230417_085000.wav
48,51,Yellow-green Vireo,0.1019,   1 PAM10_20230417_085000.wav
51,54,Red-eyed Vireo,0.5931,   1 PAM10_20230417_085000.wav
54,57,Red-eyed Vireo,0.4023,   1 PAM10_20230417_085000.wav
57,60,Red-eyed Vireo,0.6611,   1 PAM10_20230417_085000.wav
6,9,Acadian Flycatcher,0.2719,   1 PAM10_20230417_085000.wav
6,9,Red-eyed Vireo,0.5064,   1 PAM10_20230417_085000.wav
12,15,Acadian Flycatcher,0.1289,   1 PAM10_20230417_090000.wav
15,18,Acadian Flycatcher,0.1398,   1 PAM10_20230417_090000.wav
15,18,Pileated Woodpecker,0.102,   1 PAM10_20230417_090000.wav
18,21,Swainson's Warbler,0.2252,   1 PAM10_20230417_090000.wav
21,24,Andean Solitaire,0.2619,   1 PAM10_20230417_090000.wav
21,24,Red-eyed Vireo,0.1557,   1 PAM10_20230417_090000.wav
24,27,Northern Cardinal,0.1111,   1 PAM10_20230417_090000.wav
24,27,Red-eyed Vireo,0.1041,   1 PAM10_20230417_090000.wav
27,30,Acadian Flycatcher,0.2037,   1 PAM10_20230417_090000.wav
27,30,Red-eyed Vireo,0.2428,   1 PAM10_20230417_090000.wav
27,30,Swainson's Warbler,0.1137,   1 PAM10_20230417_090000.wav
3,6,Red-eyed Vireo,0.1421,   1 PAM10_20230417_090000.wav
30,33,Red-eyed Vireo,0.1256,   1 PAM10_20230417_090000.wav
33,36,Acadian Flycatcher,0.1131,   1 PAM10_20230417_090000.wav
36,39,Red-eyed Vireo,0.2483,   1 PAM10_20230417_090000.wav
39,42,Andean Solitaire,0.3186,   1 PAM10_20230417_090000.wav
48,51,Red-eyed Vireo,0.1232,   1 PAM10_20230417_090000.wav
51,54,Pileated Woodpecker,0.1891,   1 PAM10_20230417_090000.wav
57,60,Lesser Greenlet,0.1309,   1 PAM10_20230417_090000.wav
57,60,Red-eyed Vireo,0.2021,   1 PAM10_20230417_090000.wav
9,12,Northern Cardinal,0.1675,   1 PAM10_20230417_090000.wav
0,3,Acadian Flycatcher,0.1401,   1 PAM10_20230417_091000.wav
0,3,Red-eyed Vireo,0.432,   1 PAM10_20230417_091000.wav
12,15,Red-eyed Vireo,0.7444,   1 PAM10_20230417_091000.wav
15,18,Red-eyed Vireo,0.3611,   1 PAM10_20230417_091000.wav
18,21,Northern Cardinal,0.1179,   1 PAM10_20230417_091000.wav
18,21,Osprey,0.1629,   1 PAM10_20230417_091000.wav
21,24,Red-eyed Vireo,0.3133,   1 PAM10_20230417_091000.wav
24,27,Red-eyed Vireo,0.3945,   1 PAM10_20230417_091000.wav
27,30,Red-eyed Vireo,0.5572,   1 PAM10_20230417_091000.wav
3,6,Yellow-billed Cuckoo,0.1268,   1 PAM10_20230417_091000.wav
30,33,Acadian Flycatcher,0.1994,   1 PAM10_20230417_091000.wav
30,33,Blue-headed Vireo,0.1467,   1 PAM10_20230417_091000.wav
30,33,Red-eyed Vireo,0.1683,   1 PAM10_20230417_091000.wav
33,36,Red-eyed Vireo,0.3408,   1 PAM10_20230417_091000.wav
36,39,Red-eyed Vireo,0.7118,   1 PAM10_20230417_091000.wav
39,42,Red-eyed Vireo,0.5332,   1 PAM10_20230417_091000.wav
42,45,Andean Solitaire,0.3617,   1 PAM10_20230417_091000.wav
42,45,Red-eyed Vireo,0.5779,   1 PAM10_20230417_091000.wav
45,48,Philadelphia Vireo,0.2095,   1 PAM10_20230417_091000.wav
45,48,Pileated Woodpecker,0.1016,   1 PAM10_20230417_091000.wav
45,48,Red-eyed Vireo,0.2696,   1 PAM10_20230417_091000.wav
48,51,Red-eyed Vireo,0.6547,   1 PAM10_20230417_091000.wav
51,54,Red-eyed Vireo,0.7058,   1 PAM10_20230417_091000.wav
54,57,Red-eyed Vireo,0.4703,   1 PAM10_20230417_091000.wav
57,60,Philadelphia Vireo,0.114,   1 PAM10_20230417_091000.wav
57,60,Red-eyed Vireo,0.3972,   1 PAM10_20230417_091000.wav
6,9,Red-eyed Vireo,0.1227,   1 PAM10_20230417_091000.wav
9,12,Red-eyed Vireo,0.2613,   1 PAM10_20230417_091000.wav
51,54,Northern Cardinal,0.1136,   1 PAM10_20230417_092000.wav
0,3,Pine Warbler,0.2839,   1 PAM10_20230417_093000.wav
12,15,Pine Warbler,0.3733,   1 PAM10_20230417_093000.wav
15,18,Northern Cardinal,0.108,   1 PAM10_20230417_093000.wav
21,24,Northern Cardinal,0.2203,   1 PAM10_20230417_093000.wav
24,27,Pine Warbler,0.281,   1 PAM10_20230417_093000.wav
27,30,Pine Warbler,0.6092,   1 PAM10_20230417_093000.wav
30,33,Northern Cardinal,0.2615,   1 PAM10_20230417_093000.wav
42,45,Pine Warbler,0.1326,   1 PAM10_20230417_093000.wav
48,51,Grace's Warbler,0.1473,   1 PAM10_20230417_093000.wav
51,54,Chipping Sparrow,0.1815,   1 PAM10_20230417_093000.wav
51,54,Orange-crowned Warbler,0.1185,   1 PAM10_20230417_093000.wav
51,54,Pine Warbler,0.1978,   1 PAM10_20230417_093000.wav
54,57,Chipping Sparrow,0.2774,   1 PAM10_20230417_093000.wav
54,57,Pine Warbler,0.6716,   1 PAM10_20230417_093000.wav
57,60,Iberian Green Woodpecker,0.1329,   1 PAM10_20230417_093000.wav
57,60,Mourning Dove,0.5371,   1 PAM10_20230417_093000.wav
57,60,Whimbrel,0.744,   1 PAM10_20230417_093000.wav
6,9,Northern Cardinal,0.2267,   1 PAM10_20230417_093000.wav
0,3,Red-eyed Vireo,0.2062,   1 PAM10_20230417_094000.wav
12,15,Red-eyed Vireo,0.1954,   1 PAM10_20230417_094000.wav
18,21,Acadian Flycatcher,0.1291,   1 PAM10_20230417_094000.wav
18,21,Red-eyed Vireo,0.2746,   1 PAM10_20230417_094000.wav
21,24,Red-eyed Vireo,0.1546,   1 PAM10_20230417_094000.wav
3,6,Red-eyed Vireo,0.2177,   1 PAM10_20230417_094000.wav
30,33,Red-eyed Vireo,0.316,   1 PAM10_20230417_094000.wav
33,36,Red-eyed Vireo,0.2269,   1 PAM10_20230417_094000.wav
36,39,Red-eyed Vireo,0.3228,   1 PAM10_20230417_094000.wav
42,45,Red-eyed Vireo,0.1489,   1 PAM10_20230417_094000.wav
48,51,Red-eyed Vireo,0.1752,   1 PAM10_20230417_094000.wav
57,60,Red-eyed Vireo,0.1997,   1 PAM10_20230417_094000.wav
6,9,Blue-headed Vireo,0.1915,   1 PAM10_20230417_094000.wav
6,9,Red-eyed Vireo,0.1623,   1 PAM10_20230417_094000.wav
9,12,Red-eyed Vireo,0.1207,   1 PAM10_20230417_094000.wav
15,18,Common Yellowthroat,0.1161,   1 PAM10_20230417_095000.wav
36,39,Pine Warbler,0.1892,   1 PAM10_20230417_095000.wav
45,48,Red-eyed Vireo,0.1921,   1 PAM10_20230417_095000.wav
0,3,Carolina Wren,0.3183,   1 PAM10_20230417_100000.wav
36,39,Carolina Wren,0.2164,   1 PAM10_20230417_100000.wav
42,45,Carolina Wren,0.3866,   1 PAM10_20230417_100000.wav
6,9,Carolina Wren,0.2913,   1 PAM10_20230417_100000.wav
0,3,Red-eyed Vireo,0.4602,   1 PAM10_20230417_101000.wav
12,15,Philadelphia Vireo,0.142,   1 PAM10_20230417_101000.wav
12,15,Red-eyed Vireo,0.4348,   1 PAM10_20230417_101000.wav
15,18,Red-eyed Vireo,0.6855,   1 PAM10_20230417_101000.wav
18,21,Kentucky Warbler,0.1078,   1 PAM10_20230417_101000.wav
18,21,Red-eyed Vireo,0.4994,   1 PAM10_20230417_101000.wav
21,24,Yellow-bellied Sapsucker,0.158,   1 PAM10_20230417_101000.wav
24,27,Red-eyed Vireo,0.4713,   1 PAM10_20230417_101000.wav
27,30,Red-eyed Vireo,0.1992,   1 PAM10_20230417_101000.wav
3,6,Red-eyed Vireo,0.296,   1 PAM10_20230417_101000.wav
30,33,Red-eyed Vireo,0.222,   1 PAM10_20230417_101000.wav
33,36,Blue-headed Vireo,0.2441,   1 PAM10_20230417_101000.wav
36,39,Blue-headed Vireo,0.1214,   1 PAM10_20230417_101000.wav
36,39,Red-eyed Vireo,0.1444,   1 PAM10_20230417_101000.wav
39,42,Red-eyed Vireo,0.1227,   1 PAM10_20230417_101000.wav
42,45,Philadelphia Vireo,0.1148,   1 PAM10_20230417_101000.wav
45,48,Red-eyed Vireo,0.215,   1 PAM10_20230417_101000.wav
48,51,Red-eyed Vireo,0.1278,   1 PAM10_20230417_101000.wav
51,54,Philadelphia Vireo,0.2742,   1 PAM10_20230417_101000.wav
51,54,Red-eyed Vireo,0.2665,   1 PAM10_20230417_101000.wav
57,60,Red-eyed Vireo,0.2329,   1 PAM10_20230417_101000.wav
6,9,Red-eyed Vireo,0.4881,   1 PAM10_20230417_101000.wav
9,12,Red-eyed Vireo,0.3451,   1 PAM10_20230417_101000.wav
0,3,Red-eyed Vireo,0.5284,   1 PAM10_20230417_102000.wav
12,15,Blue-headed Vireo,0.1193,   1 PAM10_20230417_102000.wav
15,18,Red-eyed Vireo,0.3893,   1 PAM10_20230417_102000.wav
18,21,Andean Solitaire,0.12,   1 PAM10_20230417_102000.wav
18,21,Red-eyed Vireo,0.5012,   1 PAM10_20230417_102000.wav
21,24,Red-eyed Vireo,0.5039,   1 PAM10_20230417_102000.wav
24,27,Acadian Flycatcher,0.1458,   1 PAM10_20230417_102000.wav
24,27,Red-eyed Vireo,0.5479,   1 PAM10_20230417_102000.wav
27,30,Red-eyed Vireo,0.2226,   1 PAM10_20230417_102000.wav
3,6,Red-eyed Vireo,0.1597,   1 PAM10_20230417_102000.wav
30,33,Red-eyed Vireo,0.5182,   1 PAM10_20230417_102000.wav
33,36,Chivi Vireo,0.1602,   1 PAM10_20230417_102000.wav
33,36,Red-eyed Vireo,0.3781,   1 PAM10_20230417_102000.wav
36,39,Red-eyed Vireo,0.151,   1 PAM10_20230417_102000.wav
39,42,Acadian Flycatcher,0.1046,   1 PAM10_20230417_102000.wav
39,42,Red-eyed Vireo,0.3022,   1 PAM10_20230417_102000.wav
42,45,Red-eyed Vireo,0.4738,   1 PAM10_20230417_102000.wav
45,48,Red-eyed Vireo,0.6972,   1 PAM10_20230417_102000.wav
48,51,Andean Solitaire,0.1437,   1 PAM10_20230417_102000.wav
48,51,Red-eyed Vireo,0.5605,   1 PAM10_20230417_102000.wav
51,54,Red-eyed Vireo,0.1336,   1 PAM10_20230417_102000.wav
51,54,Yellow-throated Vireo,0.178,   1 PAM10_20230417_102000.wav
54,57,Blue-headed Vireo,0.1162,   1 PAM10_20230417_102000.wav
54,57,Red-eyed Vireo,0.1332,   1 PAM10_20230417_102000.wav
54,57,Yellow-throated Vireo,0.2343,   1 PAM10_20230417_102000.wav
6,9,Andean Solitaire,0.2009,   1 PAM10_20230417_102000.wav
6,9,Red-eyed Vireo,0.3207,   1 PAM10_20230417_102000.wav
9,12,Acadian Flycatcher,0.4514,   1 PAM10_20230417_102000.wav
9,12,Red-eyed Vireo,0.2002,   1 PAM10_20230417_102000.wav
0,3,Acadian Flycatcher,0.1524,   1 PAM10_20230417_103000.wav
0,3,Red-eyed Vireo,0.4819,   1 PAM10_20230417_103000.wav
0,3,Yellow-throated Vireo,0.2055,   1 PAM10_20230417_103000.wav
18,21,Black-headed Nightingale-Thrush,0.4703,   1 PAM10_20230417_103000.wav
21,24,Carolina Chickadee,0.7626,   1 PAM10_20230417_103000.wav
24,27,Pine Warbler,0.5047,   1 PAM10_20230417_103000.wav
27,30,Red-eyed Vireo,0.4226,   1 PAM10_20230417_103000.wav
3,6,Andean Solitaire,0.8815,   1 PAM10_20230417_103000.wav
3,6,Blue-headed Vireo,0.1352,   1 PAM10_20230417_103000.wav
3,6,Narcissus Flycatcher,0.1664,   1 PAM10_20230417_103000.wav
3,6,Red-eyed Vireo,0.1715,   1 PAM10_20230417_103000.wav
3,6,Slate-colored Solitaire,0.137,   1 PAM10_20230417_103000.wav
30,33,Red-eyed Vireo,0.1676,   1 PAM10_20230417_103000.wav
33,36,Red-eyed Vireo,0.2818,   1 PAM10_20230417_103000.wav
39,42,Red-eyed Vireo,0.5106,   1 PAM10_20230417_103000.wav
42,45,Carolina Chickadee,0.2179,   1 PAM10_20230417_103000.wav
42,45,Red-eyed Vireo,0.1949,   1 PAM10_20230417_103000.wav
45,48,Red-eyed Vireo,0.79,   1 PAM10_20230417_103000.wav
48,51,Red-eyed Vireo,0.2445,   1 PAM10_20230417_103000.wav
51,54,Red-eyed Vireo,0.2731,   1 PAM10_20230417_103000.wav
54,57,Red-eyed Vireo,0.5765,   1 PAM10_20230417_103000.wav
57,60,Blue-headed Vireo,0.1859,   1 PAM10_20230417_103000.wav
57,60,Cassin's Vireo,0.1184,   1 PAM10_20230417_103000.wav
57,60,Red-eyed Vireo,0.1013,   1 PAM10_20230417_103000.wav
57,60,Yellow-throated Vireo,0.1363,   1 PAM10_20230417_103000.wav
6,9,Great Tit,0.2249,   1 PAM10_20230417_103000.wav
6,9,Philadelphia Vireo,0.2854,   1 PAM10_20230417_103000.wav
6,9,Red-eyed Vireo,0.4756,   1 PAM10_20230417_103000.wav
9,12,Red-eyed Vireo,0.6907,   1 PAM10_20230417_103000.wav
15,18,Chipping Sparrow,0.128,   1 PAM10_20230417_104000.wav
15,18,Dark-eyed Junco,0.3541,   1 PAM10_20230417_104000.wav
15,18,Pine Warbler,0.447,   1 PAM10_20230417_104000.wav
18,21,Red-eyed Vireo,0.1267,   1 PAM10_20230417_104000.wav
24,27,Pine Warbler,0.5971,   1 PAM10_20230417_104000.wav
27,30,Pine Warbler,0.2888,   1 PAM10_20230417_104000.wav
3,6,Chipping Sparrow,0.1606,   1 PAM10_20230417_104000.wav
3,6,Pine Warbler,0.4036,   1 PAM10_20230417_104000.wav
36,39,Pine Warbler,0.8979,   1 PAM10_20230417_104000.wav
45,48,Red-eyed Vireo,0.1753,   1 PAM10_20230417_104000.wav
51,54,Red-eyed Vireo,0.1036,   1 PAM10_20230417_104000.wav
54,57,Red-eyed Vireo,0.1392,   1 PAM10_20230417_104000.wav
57,60,Red-eyed Vireo,0.3485,   1 PAM10_20230417_104000.wav
6,9,Red-eyed Vireo,0.1942,   1 PAM10_20230417_104000.wav
0,3,Engine,0.1651,   1 PAM10_20230417_105000.wav
30,33,Black-capped Chickadee,0.1095,   1 PAM10_20230417_105000.wav
45,48,Common Yellowthroat,0.1433,   1 PAM10_20230417_110000.wav
0,3,Human vocal,0.1566,   1 PAM10_20230417_111000.wav
18,21,Common Yellowthroat,0.123,   1 PAM10_20230417_111000.wav
27,30,Fire-breasted Flowerpecker,0.1005,   1 PAM10_20230417_111000.wav
27,30,Nilgiri Flowerpecker,0.1721,   1 PAM10_20230417_111000.wav
27,30,Pale-billed Flowerpecker,0.11,   1 PAM10_20230417_111000.wav
3,6,Engine,0.1893,   1 PAM10_20230417_111000.wav
6,9,Yellow-billed Cuckoo,0.1011,   1 PAM10_20230417_111000.wav
9,12,Engine,0.1127,   1 PAM10_20230417_111000.wav
0,3,Red-eyed Vireo,0.3141,   1 PAM10_20230417_112000.wav
12,15,Red-eyed Vireo,0.3068,   1 PAM10_20230417_112000.wav
15,18,Red-eyed Vireo,0.1722,   1 PAM10_20230417_112000.wav
21,24,Acadian Flycatcher,0.1035,   1 PAM10_20230417_112000.wav
21,24,Red-eyed Vireo,0.2856,   1 PAM10_20230417_112000.wav
27,30,Red-eyed Vireo,0.2725,   1 PAM10_20230417_112000.wav
3,6,Red-eyed Vireo,0.4085,   1 PAM10_20230417_112000.wav
30,33,Red-eyed Vireo,0.1701,   1 PAM10_20230417_112000.wav
36,39,Hooded Warbler,0.1156,   1 PAM10_20230417_112000.wav
36,39,Red-eyed Vireo,0.1961,   1 PAM10_20230417_112000.wav
39,42,Red-eyed Vireo,0.2768,   1 PAM10_20230417_112000.wav
42,45,Red-eyed Vireo,0.1894,   1 PAM10_20230417_112000.wav
45,48,Red-eyed Vireo,0.4252,   1 PAM10_20230417_112000.wav
48,51,Red-eyed Vireo,0.2685,   1 PAM10_20230417_112000.wav
51,54,Red-eyed Vireo,0.3328,   1 PAM10_20230417_112000.wav
54,57,Red-eyed Vireo,0.5458,   1 PAM10_20230417_112000.wav
57,60,Red-eyed Vireo,0.2792,   1 PAM10_20230417_112000.wav
6,9,Red-eyed Vireo,0.4414,   1 PAM10_20230417_112000.wav
9,12,Red-eyed Vireo,0.1843,   1 PAM10_20230417_112000.wav
15,18,Red-eyed Vireo,0.1296,   1 PAM10_20230417_113000.wav
18,21,Red-eyed Vireo,0.289,   1 PAM10_20230417_113000.wav
21,24,Red-eyed Vireo,0.1429,   1 PAM10_20230417_113000.wav
24,27,Blue-headed Vireo,0.1097,   1 PAM10_20230417_113000.wav
24,27,Red-eyed Vireo,0.1892,   1 PAM10_20230417_113000.wav
27,30,Acadian Flycatcher,0.1091,   1 PAM10_20230417_113000.wav
27,30,Red-eyed Vireo,0.1415,   1 PAM10_20230417_113000.wav
30,33,Red-eyed Vireo,0.1396,   1 PAM10_20230417_113000.wav
33,36,Red-eyed Vireo,0.2519,   1 PAM10_20230417_113000.wav
36,39,Red-eyed Vireo,0.1949,   1 PAM10_20230417_113000.wav
39,42,Red-eyed Vireo,0.2581,   1 PAM10_20230417_113000.wav
42,45,Acadian Flycatcher,0.1953,   1 PAM10_20230417_113000.wav
42,45,Red-eyed Vireo,0.3413,   1 PAM10_20230417_113000.wav
45,48,Red-eyed Vireo,0.3623,   1 PAM10_20230417_113000.wav
48,51,Red-eyed Vireo,0.1802,   1 PAM10_20230417_113000.wav
51,54,Red-eyed Vireo,0.2052,   1 PAM10_20230417_113000.wav
54,57,Red-eyed Vireo,0.2195,   1 PAM10_20230417_113000.wav
6,9,Common Yellowthroat,0.1008,   1 PAM10_20230417_113000.wav
9,12,Red-eyed Vireo,0.1092,   1 PAM10_20230417_113000.wav
12,15,Red-eyed Vireo,0.1808,   1 PAM10_20230417_114000.wav
15,18,Red-eyed Vireo,0.1129,   1 PAM10_20230417_114000.wav
18,21,Fish Crow,0.6973,   1 PAM10_20230417_114000.wav
21,24,Human vocal,0.1046,   1 PAM10_20230417_114000.wav
24,27,Fish Crow,0.3057,   1 PAM10_20230417_114000.wav
24,27,Human vocal,0.1012,   1 PAM10_20230417_114000.wav
30,33,Red-eyed Vireo,0.1571,   1 PAM10_20230417_114000.wav
45,48,Scarlet Tanager,0.2923,   1 PAM10_20230417_114000.wav
48,51,Red-eyed Vireo,0.1393,   1 PAM10_20230417_114000.wav
51,54,Red-eyed Vireo,0.1008,   1 PAM10_20230417_114000.wav
54,57,Red-eyed Vireo,0.3123,   1 PAM10_20230417_114000.wav
57,60,Fish Crow,0.4896,   1 PAM10_20230417_114000.wav
9,12,Kentucky Warbler,0.103,   1 PAM10_20230417_114000.wav
9,12,Red-eyed Vireo,0.1273,   1 PAM10_20230417_114000.wav
24,27,Engine,0.1813,   1 PAM10_20230417_120000.wav
3,6,Kentucky Warbler,0.102,   1 PAM10_20230417_120000.wav
36,39,Common Yellowthroat,0.1101,   1 PAM10_20230417_120000.wav
36,39,Dog,0.1161,   1 PAM10_20230417_120000.wav
48,51,Engine,0.1015,   1 PAM10_20230417_120000.wav
48,51,Human vocal,0.2646,   1 PAM10_20230417_120000.wav
51,54,Common Yellowthroat,0.157,   1 PAM10_20230417_120000.wav
51,54,Engine,0.1211,   1 PAM10_20230417_120000.wav
21,24,Red-eyed Vireo,0.3826,   1 PAM10_20230417_121000.wav
24,27,Red-eyed Vireo,0.1487,   1 PAM10_20230417_121000.wav
39,42,Engine,0.226,   1 PAM10_20230417_121000.wav
42,45,Engine,0.2646,   1 PAM10_20230417_121000.wav
45,48,Engine,0.2146,   1 PAM10_20230417_121000.wav
48,51,Engine,0.3146,   1 PAM10_20230417_121000.wav
51,54,Engine,0.5066,   1 PAM10_20230417_121000.wav
54,57,Engine,0.6375,   1 PAM10_20230417_121000.wav
54,57,Human vocal,0.1868,   1 PAM10_20230417_121000.wav
57,60,Engine,0.4084,   1 PAM10_20230417_121000.wav
57,60,Human vocal,0.1005,   1 PAM10_20230417_121000.wav
9,12,Red-eyed Vireo,0.2091,   1 PAM10_20230417_121000.wav
0,3,Red-eyed Vireo,0.1748,   1 PAM10_20230417_122000.wav
12,15,Red-eyed Vireo,0.3547,   1 PAM10_20230417_122000.wav
15,18,Red-eyed Vireo,0.3148,   1 PAM10_20230417_122000.wav
21,24,Red-eyed Vireo,0.2915,   1 PAM10_20230417_122000.wav
24,27,Red-eyed Vireo,0.14,   1 PAM10_20230417_122000.wav
30,33,Red-eyed Vireo,0.2441,   1 PAM10_20230417_122000.wav
33,36,Red-eyed Vireo,0.103,   1 PAM10_20230417_122000.wav
42,45,Dog,0.1002,   1 PAM10_20230417_122000.wav
42,45,Engine,0.1338,   1 PAM10_20230417_122000.wav
54,57,Blue-headed Vireo,0.106,   1 PAM10_20230417_122000.wav
54,57,Engine,0.1301,   1 PAM10_20230417_122000.wav
54,57,Red-eyed Vireo,0.1881,   1 PAM10_20230417_122000.wav
57,60,Dog,0.1948,   1 PAM10_20230417_122000.wav
57,60,Red-eyed Vireo,0.2714,   1 PAM10_20230417_122000.wav
6,9,Red-eyed Vireo,0.3427,   1 PAM10_20230417_122000.wav
9,12,Red-eyed Vireo,0.3334,   1 PAM10_20230417_122000.wav
0,3,Red-eyed Vireo,0.3932,   1 PAM10_20230417_123000.wav
12,15,Red-eyed Vireo,0.1877,   1 PAM10_20230417_123000.wav
18,21,Red-eyed Vireo,0.144,   1 PAM10_20230417_123000.wav
21,24,Andean Solitaire,0.1084,   1 PAM10_20230417_123000.wav
21,24,Kinglet Manakin,0.1309,   1 PAM10_20230417_123000.wav
21,24,Red-eyed Vireo,0.5956,   1 PAM10_20230417_123000.wav
24,27,Red-eyed Vireo,0.3822,   1 PAM10_20230417_123000.wav
27,30,Red-eyed Vireo,0.4499,   1 PAM10_20230417_123000.wav
3,6,Red-eyed Vireo,0.4066,   1 PAM10_20230417_123000.wav
30,33,Red-eyed Vireo,0.3399,   1 PAM10_20230417_123000.wav
33,36,Red-eyed Vireo,0.508,   1 PAM10_20230417_123000.wav
36,39,Red-eyed Vireo,0.3715,   1 PAM10_20230417_123000.wav
39,42,Red-eyed Vireo,0.1037,   1 PAM10_20230417_123000.wav
42,45,Red-eyed Vireo,0.3978,   1 PAM10_20230417_123000.wav
45,48,Red-eyed Vireo,0.1251,   1 PAM10_20230417_123000.wav
48,51,Red-eyed Vireo,0.1523,   1 PAM10_20230417_123000.wav
51,54,Red-eyed Vireo,0.1995,   1 PAM10_20230417_123000.wav
54,57,Red-eyed Vireo,0.1417,   1 PAM10_20230417_123000.wav
57,60,Red-eyed Vireo,0.2082,   1 PAM10_20230417_123000.wav
6,9,Red-eyed Vireo,0.2608,   1 PAM10_20230417_123000.wav
9,12,Pine Warbler,0.4904,   1 PAM10_20230417_123000.wav
21,24,Red-eyed Vireo,0.1568,   1 PAM10_20230417_124000.wav
24,27,Red-eyed Vireo,0.2103,   1 PAM10_20230417_124000.wav
42,45,Red-eyed Vireo,0.1413,   1 PAM10_20230417_124000.wav
45,48,Engine,0.161,   1 PAM10_20230417_124000.wav
45,48,Pine Warbler,0.1411,   1 PAM10_20230417_124000.wav
48,51,Engine,0.1319,   1 PAM10_20230417_124000.wav
48,51,Pine Warbler,0.4729,   1 PAM10_20230417_124000.wav
54,57,Engine,0.1498,   1 PAM10_20230417_124000.wav
57,60,Red-eyed Vireo,0.145,   1 PAM10_20230417_124000.wav
6,9,Red-eyed Vireo,0.2322,   1 PAM10_20230417_124000.wav
21,24,Human vocal,0.177,   1 PAM10_20230417_125000.wav
24,27,Human vocal,0.1422,   1 PAM10_20230417_125000.wav
27,30,Dog,0.1225,   1 PAM10_20230417_125000.wav
0,3,Red-eyed Vireo,0.6122,   1 PAM10_20230417_130000.wav
0,3,Yellow-green Vireo,0.2035,   1 PAM10_20230417_130000.wav
12,15,Red-eyed Vireo,0.6291,   1 PAM10_20230417_130000.wav
15,18,Red-eyed Vireo,0.4044,   1 PAM10_20230417_130000.wav
18,21,Red-eyed Vireo,0.5316,   1 PAM10_20230417_130000.wav
21,24,Red-eyed Vireo,0.5164,   1 PAM10_20230417_130000.wav
3,6,Red-eyed Vireo,0.2112,   1 PAM10_20230417_130000.wav
3,6,Yellow-bellied Sapsucker,0.1035,   1 PAM10_20230417_130000.wav
30,33,Philadelphia Vireo,0.3266,   1 PAM10_20230417_130000.wav
30,33,Red-eyed Vireo,0.43,   1 PAM10_20230417_130000.wav
33,36,Dog,0.1157,   1 PAM10_20230417_130000.wav
33,36,Human vocal,0.1139,   1 PAM10_20230417_130000.wav
33,36,Red-eyed Vireo,0.3962,   1 PAM10_20230417_130000.wav
33,36,Yellow-green Vireo,0.5169,   1 PAM10_20230417_130000.wav
36,39,Red-eyed Vireo,0.2858,   1 PAM10_20230417_130000.wav
39,42,Red-eyed Vireo,0.4108,   1 PAM10_20230417_130000.wav
42,45,Red-eyed Vireo,0.6175,   1 PAM10_20230417_130000.wav
