,,,,  11 
Begin Time (s),End Time (s),Common Name,Confidence,1561 Begin File
42.0,45.0,Rustic Bunting,0.1391,   1 PAM2_20230309_211000.wav
0,3.0,White-crowned Sparrow,0.1047,   1 PAM2_20230309_212000.wav
18.0,21.0,White-crowned Sparrow,0.3325,   1 PAM2_20230309_212000.wav
27.0,30.0,White-crowned Sparrow,0.2566,   1 PAM2_20230309_212000.wav
3.0,6.0,White-crowned Sparrow,0.1961,   1 PAM2_20230309_212000.wav
42.0,45.0,White-crowned Sparrow,0.1506,   1 PAM2_20230309_212000.wav
48.0,51.0,Chestnut-headed Oropendola,0.6562,   1 PAM2_20230309_212000.wav
54.0,57.0,White-crowned Sparrow,0.1495,   1 PAM2_20230309_212000.wav
0,3.0,White-crowned Sparrow,0.3223,   1 PAM2_20230309_213000.wav
12.0,15.0,White-crowned Sparrow,0.1178,   1 PAM2_20230309_213000.wav
15.0,18.0,Eurasian Nightjar,0.4615,   1 PAM2_20230309_213000.wav
18.0,21.0,White-crowned Sparrow,0.1069,   1 PAM2_20230309_213000.wav
21.0,24.0,White-crowned Sparrow,0.1112,   1 PAM2_20230309_213000.wav
24.0,27.0,White-crowned Sparrow,0.1222,   1 PAM2_20230309_213000.wav
27.0,30.0,White-crowned Sparrow,0.1173,   1 PAM2_20230309_213000.wav
3.0,6.0,Ladder-backed Woodpecker,0.1029,   1 PAM2_20230309_213000.wav
30.0,33.0,White-crowned Sparrow,0.2495,   1 PAM2_20230309_213000.wav
33.0,36.0,White-crowned Sparrow,0.1206,   1 PAM2_20230309_213000.wav
39.0,42.0,White-crowned Sparrow,0.1321,   1 PAM2_20230309_213000.wav
42.0,45.0,White-crowned Sparrow,0.1822,   1 PAM2_20230309_213000.wav
45.0,48.0,White-crowned Sparrow,0.1100,   1 PAM2_20230309_213000.wav
48.0,51.0,White-crowned Sparrow,0.1495,   1 PAM2_20230309_213000.wav
51.0,54.0,White-crowned Sparrow,0.1003,   1 PAM2_20230309_213000.wav
54.0,57.0,Checkered Woodpecker,0.1669,   1 PAM2_20230309_213000.wav
54.0,57.0,Ladder-backed Woodpecker,0.1784,   1 PAM2_20230309_213000.wav
57.0,60.0,White-crowned Sparrow,0.1323,   1 PAM2_20230309_213000.wav
0,3.0,White-crowned Sparrow,0.1566,   1 PAM2_20230309_214000.wav
12.0,15.0,White-crowned Sparrow,0.1662,   1 PAM2_20230309_214000.wav
24.0,27.0,White-crowned Sparrow,0.1058,   1 PAM2_20230309_214000.wav
3.0,6.0,White-crowned Sparrow,0.2266,   1 PAM2_20230309_214000.wav
33.0,36.0,White-crowned Sparrow,0.1294,   1 PAM2_20230309_214000.wav
51.0,54.0,White-crowned Sparrow,0.1564,   1 PAM2_20230309_214000.wav
30.0,33.0,Ladder-backed Woodpecker,0.1765,   1 PAM2_20230309_215000.wav
48.0,51.0,White-crowned Sparrow,0.1581,   1 PAM2_20230309_215000.wav
18.0,21.0,White-crowned Sparrow,0.1098,   1 PAM2_20230309_220000.wav
21.0,24.0,White-crowned Sparrow,0.1182,   1 PAM2_20230309_220000.wav
33.0,36.0,White-crowned Sparrow,0.1131,   1 PAM2_20230309_220000.wav
36.0,39.0,White-crowned Sparrow,0.1539,   1 PAM2_20230309_220000.wav
39.0,42.0,White-crowned Sparrow,0.2822,   1 PAM2_20230309_220000.wav
42.0,45.0,White-crowned Sparrow,0.2053,   1 PAM2_20230309_220000.wav
15.0,18.0,Dark-eyed Junco,0.1233,   1 PAM2_20230309_221000.wav
15.0,18.0,White-crowned Sparrow,0.1240,   1 PAM2_20230309_221000.wav
21.0,24.0,Dark-eyed Junco,0.1341,   1 PAM2_20230309_221000.wav
21.0,24.0,White-crowned Sparrow,0.1841,   1 PAM2_20230309_221000.wav
30.0,33.0,Bell's Sparrow,0.1271,   1 PAM2_20230309_221000.wav
30.0,33.0,Rustic Bunting,0.4551,   1 PAM2_20230309_221000.wav
36.0,39.0,White-crowned Sparrow,0.5315,   1 PAM2_20230309_221000.wav
39.0,42.0,Eurasian Nightjar,0.1054,   1 PAM2_20230309_221000.wav
39.0,42.0,Lesser Spotted Woodpecker,0.1784,   1 PAM2_20230309_221000.wav
39.0,42.0,White-crowned Sparrow,0.1476,   1 PAM2_20230309_221000.wav
42.0,45.0,White-crowned Sparrow,0.4354,   1 PAM2_20230309_221000.wav
51.0,54.0,White-crowned Sparrow,0.1478,   1 PAM2_20230309_221000.wav
54.0,57.0,Dark-eyed Junco,0.2422,   1 PAM2_20230309_221000.wav
54.0,57.0,White-crowned Sparrow,0.3953,   1 PAM2_20230309_221000.wav
6.0,9.0,White-crowned Sparrow,0.1082,   1 PAM2_20230309_221000.wav
0,3.0,White-crowned Sparrow,0.3001,   1 PAM2_20230309_222000.wav
12.0,15.0,White-crowned Sparrow,0.1409,   1 PAM2_20230309_222000.wav
36.0,39.0,Engine,0.4144,   1 PAM2_20230309_222000.wav
39.0,42.0,American Pipit,0.1480,   1 PAM2_20230309_222000.wav
45.0,48.0,Eurasian Nightjar,0.1294,   1 PAM2_20230309_222000.wav
54.0,57.0,Engine,0.3260,   1 PAM2_20230309_222000.wav
57.0,60.0,Engine,0.3367,   1 PAM2_20230309_222000.wav
12.0,15.0,White-crowned Sparrow,0.1809,   1 PAM2_20230309_223000.wav
15.0,18.0,White-crowned Sparrow,0.1823,   1 PAM2_20230309_223000.wav
21.0,24.0,White-crowned Sparrow,0.1190,   1 PAM2_20230309_223000.wav
39.0,42.0,White-crowned Sparrow,0.1146,   1 PAM2_20230309_223000.wav
42.0,45.0,White-crowned Sparrow,0.1478,   1 PAM2_20230309_223000.wav
48.0,51.0,White-crowned Sparrow,0.1029,   1 PAM2_20230309_223000.wav
54.0,57.0,White-crowned Sparrow,0.1204,   1 PAM2_20230309_223000.wav
57.0,60.0,Little Grass Frog,0.4217,   1 PAM2_20230309_223000.wav
57.0,60.0,White-crowned Sparrow,0.3778,   1 PAM2_20230309_223000.wav
9.0,12.0,White-crowned Sparrow,0.3647,   1 PAM2_20230309_223000.wav
0,3.0,White-crowned Sparrow,0.2127,   1 PAM2_20230309_224000.wav
12.0,15.0,White-crowned Sparrow,0.1629,   1 PAM2_20230309_224000.wav
18.0,21.0,White-crowned Sparrow,0.1018,   1 PAM2_20230309_224000.wav
24.0,27.0,White-crowned Sparrow,0.2323,   1 PAM2_20230309_224000.wav
27.0,30.0,White-crowned Sparrow,0.1103,   1 PAM2_20230309_224000.wav
3.0,6.0,White-crowned Sparrow,0.1417,   1 PAM2_20230309_224000.wav
30.0,33.0,White-crowned Sparrow,0.1255,   1 PAM2_20230309_224000.wav
42.0,45.0,White-crowned Sparrow,0.1023,   1 PAM2_20230309_224000.wav
45.0,48.0,White-crowned Sparrow,0.1481,   1 PAM2_20230309_224000.wav
48.0,51.0,White-crowned Sparrow,0.1647,   1 PAM2_20230309_224000.wav
54.0,57.0,White-crowned Sparrow,0.1900,   1 PAM2_20230309_224000.wav
9.0,12.0,Indian Scops-Owl,0.6474,   1 PAM2_20230309_224000.wav
0,3.0,Engine,0.7465,   1 PAM2_20230309_225000.wav
12.0,15.0,Engine,0.3857,   1 PAM2_20230309_225000.wav
15.0,18.0,Engine,0.8314,   1 PAM2_20230309_225000.wav
18.0,21.0,Engine,0.9750,   1 PAM2_20230309_225000.wav
21.0,24.0,Engine,0.6644,   1 PAM2_20230309_225000.wav
24.0,27.0,Engine,0.5352,   1 PAM2_20230309_225000.wav
27.0,30.0,Engine,0.3246,   1 PAM2_20230309_225000.wav
3.0,6.0,Engine,0.3320,   1 PAM2_20230309_225000.wav
30.0,33.0,Engine,0.4183,   1 PAM2_20230309_225000.wav
33.0,36.0,Engine,0.2259,   1 PAM2_20230309_225000.wav
36.0,39.0,Engine,0.2070,   1 PAM2_20230309_225000.wav
39.0,42.0,Engine,0.5654,   1 PAM2_20230309_225000.wav
57.0,60.0,White-crowned Sparrow,0.1466,   1 PAM2_20230309_225000.wav
6.0,9.0,Engine,0.7003,   1 PAM2_20230309_225000.wav
9.0,12.0,Engine,0.7376,   1 PAM2_20230309_225000.wav
21.0,24.0,White-crowned Sparrow,0.1526,   1 PAM2_20230309_230000.wav
33.0,36.0,White-crowned Sparrow,0.1221,   1 PAM2_20230309_230000.wav
36.0,39.0,White-crowned Sparrow,0.2582,   1 PAM2_20230309_230000.wav
39.0,42.0,White-crowned Sparrow,0.1517,   1 PAM2_20230309_230000.wav
42.0,45.0,Flammulated Owl,0.1475,   1 PAM2_20230309_230000.wav
45.0,48.0,Flammulated Owl,0.1702,   1 PAM2_20230309_230000.wav
48.0,51.0,White-crowned Sparrow,0.1012,   1 PAM2_20230309_230000.wav
9.0,12.0,White-crowned Sparrow,0.1460,   1 PAM2_20230309_230000.wav
0,3.0,White-crowned Sparrow,0.1649,   1 PAM2_20230309_231000.wav
12.0,15.0,White-crowned Sparrow,0.1015,   1 PAM2_20230309_231000.wav
15.0,18.0,White-crowned Sparrow,0.2202,   1 PAM2_20230309_231000.wav
18.0,21.0,White-crowned Sparrow,0.1332,   1 PAM2_20230309_231000.wav
21.0,24.0,Rustic Bunting,0.1700,   1 PAM2_20230309_231000.wav
24.0,27.0,White-crowned Sparrow,0.1129,   1 PAM2_20230309_231000.wav
33.0,36.0,White-crowned Sparrow,0.3178,   1 PAM2_20230309_231000.wav
36.0,39.0,White-crowned Sparrow,0.6709,   1 PAM2_20230309_231000.wav
39.0,42.0,White-crowned Sparrow,0.1038,   1 PAM2_20230309_231000.wav
42.0,45.0,White-crowned Sparrow,0.1158,   1 PAM2_20230309_231000.wav
48.0,51.0,White-crowned Sparrow,0.1042,   1 PAM2_20230309_231000.wav
51.0,54.0,White-crowned Sparrow,0.3797,   1 PAM2_20230309_231000.wav
54.0,57.0,White-crowned Sparrow,0.1240,   1 PAM2_20230309_231000.wav
9.0,12.0,White-crowned Sparrow,0.2292,   1 PAM2_20230309_231000.wav
0,3.0,White-crowned Sparrow,0.1811,   1 PAM2_20230309_232000.wav
15.0,18.0,White-crowned Sparrow,0.1471,   1 PAM2_20230309_232000.wav
18.0,21.0,White-crowned Sparrow,0.1169,   1 PAM2_20230309_232000.wav
24.0,27.0,Great Horned Owl,0.3221,   1 PAM2_20230309_232000.wav
3.0,6.0,White-crowned Sparrow,0.1537,   1 PAM2_20230309_232000.wav
30.0,33.0,Great Horned Owl,0.1336,   1 PAM2_20230309_232000.wav
33.0,36.0,Engine,0.2830,   1 PAM2_20230309_232000.wav
33.0,36.0,Great Horned Owl,0.1691,   1 PAM2_20230309_232000.wav
39.0,42.0,Engine,0.1199,   1 PAM2_20230309_232000.wav
51.0,54.0,Engine,0.1539,   1 PAM2_20230309_232000.wav
54.0,57.0,Great Horned Owl,0.2037,   1 PAM2_20230309_232000.wav
0,3.0,Flammulated Owl,0.1718,   1 PAM2_20230309_233000.wav
24.0,27.0,Lesser Spotted Woodpecker,0.1991,   1 PAM2_20230309_233000.wav
24.0,27.0,White-crowned Sparrow,0.1068,   1 PAM2_20230309_233000.wav
3.0,6.0,Rustic Bunting,0.5453,   1 PAM2_20230309_233000.wav
30.0,33.0,White-crowned Sparrow,0.1861,   1 PAM2_20230309_233000.wav
33.0,36.0,White-crowned Sparrow,0.1388,   1 PAM2_20230309_233000.wav
39.0,42.0,White-crowned Sparrow,0.1728,   1 PAM2_20230309_233000.wav
45.0,48.0,White-crowned Sparrow,0.1123,   1 PAM2_20230309_233000.wav
57.0,60.0,Smoky-brown Woodpecker,0.1145,   1 PAM2_20230309_233000.wav
6.0,9.0,White-crowned Sparrow,0.1775,   1 PAM2_20230309_233000.wav
12.0,15.0,Flammulated Owl,0.1677,   1 PAM2_20230309_234000.wav
12.0,15.0,White-crowned Sparrow,0.1484,   1 PAM2_20230309_234000.wav
18.0,21.0,Checkered Woodpecker,0.2324,   1 PAM2_20230309_234000.wav
18.0,21.0,Ladder-backed Woodpecker,0.2692,   1 PAM2_20230309_234000.wav
18.0,21.0,Smoky-brown Woodpecker,0.1781,   1 PAM2_20230309_234000.wav
21.0,24.0,Townsend's Warbler,0.1263,   1 PAM2_20230309_234000.wav
39.0,42.0,White-crowned Sparrow,0.1211,   1 PAM2_20230309_234000.wav
45.0,48.0,White-crowned Sparrow,0.1924,   1 PAM2_20230309_234000.wav
54.0,57.0,Rustic Bunting,0.3237,   1 PAM2_20230309_234000.wav
54.0,57.0,White-crowned Sparrow,0.1636,   1 PAM2_20230309_234000.wav
57.0,60.0,Chestnut-headed Oropendola,0.4007,   1 PAM2_20230309_234000.wav
6.0,9.0,White-crowned Sparrow,0.1079,   1 PAM2_20230309_234000.wav
9.0,12.0,Dark-eyed Junco,0.1108,   1 PAM2_20230309_234000.wav
9.0,12.0,White-crowned Sparrow,0.3518,   1 PAM2_20230309_234000.wav
0,3.0,White-crowned Sparrow,0.1339,   1 PAM2_20230309_235000.wav
12.0,15.0,White-crowned Sparrow,0.1089,   1 PAM2_20230309_235000.wav
18.0,21.0,White-crowned Sparrow,0.1130,   1 PAM2_20230309_235000.wav
21.0,24.0,White-crowned Sparrow,0.1209,   1 PAM2_20230309_235000.wav
24.0,27.0,White-crowned Sparrow,0.1531,   1 PAM2_20230309_235000.wav
3.0,6.0,White-crowned Sparrow,0.1383,   1 PAM2_20230309_235000.wav
33.0,36.0,White-crowned Sparrow,0.1000,   1 PAM2_20230309_235000.wav
39.0,42.0,White-crowned Sparrow,0.1780,   1 PAM2_20230309_235000.wav
45.0,48.0,White-crowned Sparrow,0.2530,   1 PAM2_20230309_235000.wav
54.0,57.0,White-crowned Sparrow,0.1439,   1 PAM2_20230309_235000.wav
6.0,9.0,White-crowned Sparrow,0.1475,   1 PAM2_20230309_235000.wav
9.0,12.0,White-crowned Sparrow,0.1038,   1 PAM2_20230309_235000.wav
0,3.0,White-crowned Sparrow,0.1591,   1 PAM2_20230310_000000.wav
3.0,6.0,White-crowned Sparrow,0.1145,   1 PAM2_20230310_000000.wav
30.0,33.0,White-crowned Sparrow,0.1038,   1 PAM2_20230310_000000.wav
42.0,45.0,White-crowned Sparrow,0.1490,   1 PAM2_20230310_000000.wav
54.0,57.0,White-crowned Sparrow,0.1054,   1 PAM2_20230310_000000.wav
6.0,9.0,White-crowned Sparrow,0.1409,   1 PAM2_20230310_000000.wav
0,3.0,White-crowned Sparrow,0.1324,   1 PAM2_20230310_001000.wav
12.0,15.0,White-crowned Sparrow,0.1135,   1 PAM2_20230310_001000.wav
27.0,30.0,White-crowned Sparrow,0.1923,   1 PAM2_20230310_001000.wav
39.0,42.0,White-crowned Sparrow,0.3052,   1 PAM2_20230310_001000.wav
48.0,51.0,White-crowned Sparrow,0.1562,   1 PAM2_20230310_001000.wav
54.0,57.0,White-crowned Sparrow,0.1315,   1 PAM2_20230310_001000.wav
57.0,60.0,Flammulated Owl,0.1671,   1 PAM2_20230310_001000.wav
6.0,9.0,White-crowned Sparrow,0.1186,   1 PAM2_20230310_001000.wav
0,3.0,White-crowned Sparrow,0.1264,   1 PAM2_20230310_002000.wav
18.0,21.0,White-crowned Sparrow,0.1310,   1 PAM2_20230310_002000.wav
21.0,24.0,White-crowned Sparrow,0.1054,   1 PAM2_20230310_002000.wav
24.0,27.0,White-crowned Sparrow,0.2707,   1 PAM2_20230310_002000.wav
0,3.0,White-crowned Sparrow,0.1233,   1 PAM2_20230310_003000.wav
15.0,18.0,White-crowned Sparrow,0.2999,   1 PAM2_20230310_003000.wav
18.0,21.0,White-crowned Sparrow,0.3299,   1 PAM2_20230310_003000.wav
3.0,6.0,White-crowned Sparrow,0.1032,   1 PAM2_20230310_003000.wav
33.0,36.0,White-crowned Sparrow,0.1012,   1 PAM2_20230310_003000.wav
39.0,42.0,White-crowned Sparrow,0.1233,   1 PAM2_20230310_003000.wav
45.0,48.0,White-crowned Sparrow,0.1512,   1 PAM2_20230310_003000.wav
21.0,24.0,White-crowned Sparrow,0.1092,   1 PAM2_20230310_004000.wav
36.0,39.0,White-crowned Sparrow,0.1797,   1 PAM2_20230310_004000.wav
45.0,48.0,White-crowned Sparrow,0.1065,   1 PAM2_20230310_004000.wav
57.0,60.0,White-crowned Sparrow,0.1902,   1 PAM2_20230310_004000.wav
18.0,21.0,White-crowned Sparrow,0.1100,   1 PAM2_20230310_005000.wav
24.0,27.0,White-crowned Sparrow,0.1027,   1 PAM2_20230310_005000.wav
9.0,12.0,White-crowned Sparrow,0.1967,   1 PAM2_20230310_005000.wav
12.0,15.0,White-crowned Sparrow,0.1095,   1 PAM2_20230310_010000.wav
45.0,48.0,White-crowned Sparrow,0.1439,   1 PAM2_20230310_010000.wav
51.0,54.0,White-crowned Sparrow,0.1238,   1 PAM2_20230310_010000.wav
54.0,57.0,White-crowned Sparrow,0.1780,   1 PAM2_20230310_010000.wav
0,3.0,Rustic Bunting,0.1081,   1 PAM2_20230310_011000.wav
30.0,33.0,White-crowned Sparrow,0.1065,   1 PAM2_20230310_011000.wav
33.0,36.0,White-crowned Sparrow,0.1079,   1 PAM2_20230310_011000.wav
51.0,54.0,White-crowned Sparrow,0.1759,   1 PAM2_20230310_011000.wav
27.0,30.0,Flammulated Owl,0.4387,   1 PAM2_20230310_012000.wav
33.0,36.0,Flammulated Owl,0.1090,   1 PAM2_20230310_012000.wav
42.0,45.0,White-crowned Sparrow,0.1131,   1 PAM2_20230310_012000.wav
21.0,24.0,Flammulated Owl,0.1643,   1 PAM2_20230310_013000.wav
51.0,54.0,Dark-eyed Junco,0.1876,   1 PAM2_20230310_013000.wav
6.0,9.0,White-crowned Sparrow,0.1187,   1 PAM2_20230310_015000.wav
18.0,21.0,Flammulated Owl,0.3771,   1 PAM2_20230310_020000.wav
24.0,27.0,White-crowned Sparrow,0.2320,   1 PAM2_20230310_020000.wav
33.0,36.0,Flammulated Owl,0.5905,   1 PAM2_20230310_020000.wav
48.0,51.0,White-crowned Sparrow,0.1170,   1 PAM2_20230310_020000.wav
9.0,12.0,White-crowned Sparrow,0.1583,   1 PAM2_20230310_020000.wav
0,3.0,White-crowned Sparrow,0.2050,   1 PAM2_20230310_021000.wav
15.0,18.0,White-crowned Sparrow,0.1045,   1 PAM2_20230310_021000.wav
18.0,21.0,White-crowned Sparrow,0.2065,   1 PAM2_20230310_021000.wav
27.0,30.0,White-crowned Sparrow,0.1720,   1 PAM2_20230310_021000.wav
3.0,6.0,White-crowned Sparrow,0.1153,   1 PAM2_20230310_021000.wav
33.0,36.0,White-crowned Sparrow,0.1330,   1 PAM2_20230310_021000.wav
42.0,45.0,White-crowned Sparrow,0.1655,   1 PAM2_20230310_021000.wav
0,3.0,White-crowned Sparrow,0.1837,   1 PAM2_20230310_022000.wav
12.0,15.0,Flammulated Owl,0.1551,   1 PAM2_20230310_022000.wav
18.0,21.0,Rustic Bunting,0.6703,   1 PAM2_20230310_022000.wav
18.0,21.0,Tasmanian Scrubwren,0.1138,   1 PAM2_20230310_022000.wav
36.0,39.0,White-crowned Sparrow,0.2158,   1 PAM2_20230310_022000.wav
39.0,42.0,White-crowned Sparrow,0.1572,   1 PAM2_20230310_022000.wav
48.0,51.0,White-crowned Sparrow,0.1069,   1 PAM2_20230310_022000.wav
24.0,27.0,White-crowned Sparrow,0.1378,   1 PAM2_20230310_023000.wav
27.0,30.0,Flammulated Owl,0.1816,   1 PAM2_20230310_023000.wav
12.0,15.0,White-crowned Sparrow,0.2955,   1 PAM2_20230310_024000.wav
15.0,18.0,White-crowned Sparrow,0.2039,   1 PAM2_20230310_024000.wav
30.0,33.0,White-crowned Sparrow,0.1283,   1 PAM2_20230310_024000.wav
39.0,42.0,White-crowned Sparrow,0.1185,   1 PAM2_20230310_024000.wav
42.0,45.0,White-crowned Sparrow,0.1156,   1 PAM2_20230310_024000.wav
45.0,48.0,White-crowned Sparrow,0.1008,   1 PAM2_20230310_024000.wav
48.0,51.0,White-crowned Sparrow,0.1276,   1 PAM2_20230310_024000.wav
51.0,54.0,Varied Thrush,0.1250,   1 PAM2_20230310_024000.wav
54.0,57.0,Black-spotted Bare-eye,0.1157,   1 PAM2_20230310_024000.wav
54.0,57.0,Fox Sparrow,0.1010,   1 PAM2_20230310_024000.wav
54.0,57.0,White-crowned Sparrow,0.2557,   1 PAM2_20230310_024000.wav
12.0,15.0,White-crowned Sparrow,0.2148,   1 PAM2_20230310_025000.wav
30.0,33.0,Flammulated Owl,0.4090,   1 PAM2_20230310_025000.wav
42.0,45.0,Flammulated Owl,0.1043,   1 PAM2_20230310_025000.wav
45.0,48.0,Flammulated Owl,0.2376,   1 PAM2_20230310_025000.wav
9.0,12.0,Bell's Sparrow,0.1636,   1 PAM2_20230310_025000.wav
9.0,12.0,Grassland Sparrow,0.1195,   1 PAM2_20230310_025000.wav
9.0,12.0,Rustic Bunting,0.2348,   1 PAM2_20230310_025000.wav
3.0,6.0,White-crowned Sparrow,0.1038,   1 PAM2_20230310_030000.wav
36.0,39.0,White-crowned Sparrow,0.1379,   1 PAM2_20230310_030000.wav
42.0,45.0,White-crowned Sparrow,0.1294,   1 PAM2_20230310_030000.wav
54.0,57.0,White-crowned Sparrow,0.1075,   1 PAM2_20230310_030000.wav
3.0,6.0,Flammulated Owl,0.1752,   1 PAM2_20230310_031000.wav
3.0,6.0,Tawny Owl,0.4480,   1 PAM2_20230310_031000.wav
30.0,33.0,White-crowned Sparrow,0.1744,   1 PAM2_20230310_031000.wav
33.0,36.0,White-crowned Sparrow,0.1434,   1 PAM2_20230310_031000.wav
36.0,39.0,White-crowned Sparrow,0.1150,   1 PAM2_20230310_031000.wav
39.0,42.0,Flammulated Owl,0.1027,   1 PAM2_20230310_031000.wav
39.0,42.0,Tawny Owl,0.1465,   1 PAM2_20230310_031000.wav
45.0,48.0,White-crowned Sparrow,0.1450,   1 PAM2_20230310_031000.wav
48.0,51.0,American Robin,0.1617,   1 PAM2_20230310_031000.wav
48.0,51.0,White-crowned Sparrow,0.1476,   1 PAM2_20230310_031000.wav
54.0,57.0,White-crowned Sparrow,0.1152,   1 PAM2_20230310_031000.wav
27.0,30.0,White-crowned Sparrow,0.1315,   1 PAM2_20230310_032000.wav
3.0,6.0,Gray-crowned Flycatcher,0.1529,   1 PAM2_20230310_032000.wav
30.0,33.0,White-crowned Sparrow,0.1108,   1 PAM2_20230310_032000.wav
33.0,36.0,Flammulated Owl,0.1187,   1 PAM2_20230310_032000.wav
51.0,54.0,White-crowned Sparrow,0.1195,   1 PAM2_20230310_032000.wav
3.0,6.0,White-crowned Sparrow,0.2121,   1 PAM2_20230310_033000.wav
12.0,15.0,White-crowned Sparrow,0.1442,   1 PAM2_20230310_034000.wav
39.0,42.0,White-crowned Sparrow,0.3480,   1 PAM2_20230310_034000.wav
0,3.0,Spring Peeper,0.5891,   1 PAM2_20230310_035000.wav
12.0,15.0,Spring Peeper,0.5825,   1 PAM2_20230310_035000.wav
15.0,18.0,Spring Peeper,0.3376,   1 PAM2_20230310_035000.wav
3.0,6.0,Spring Peeper,0.3069,   1 PAM2_20230310_035000.wav
51.0,54.0,White-crowned Sparrow,0.1010,   1 PAM2_20230310_035000.wav
54.0,57.0,White-crowned Sparrow,0.1023,   1 PAM2_20230310_035000.wav
6.0,9.0,Spring Peeper,0.5573,   1 PAM2_20230310_035000.wav
9.0,12.0,Spring Peeper,0.5527,   1 PAM2_20230310_035000.wav
15.0,18.0,White-crowned Sparrow,0.1072,   1 PAM2_20230310_041000.wav
36.0,39.0,Rustic Bunting,0.2227,   1 PAM2_20230310_041000.wav
9.0,12.0,Dark-eyed Junco,0.1491,   1 PAM2_20230310_041000.wav
18.0,21.0,White-crowned Sparrow,0.1244,   1 PAM2_20230310_042000.wav
21.0,24.0,White-crowned Sparrow,0.1289,   1 PAM2_20230310_042000.wav
12.0,15.0,White-crowned Sparrow,0.1069,   1 PAM2_20230310_043000.wav
57.0,60.0,Hermit Thrush,0.1124,   1 PAM2_20230310_043000.wav
57.0,60.0,White-crowned Sparrow,0.1625,   1 PAM2_20230310_043000.wav
21.0,24.0,White-crowned Sparrow,0.1573,   1 PAM2_20230310_044000.wav
42.0,45.0,White-crowned Sparrow,0.2380,   1 PAM2_20230310_044000.wav
45.0,48.0,Chestnut-headed Oropendola,0.2106,   1 PAM2_20230310_044000.wav
51.0,54.0,White-crowned Sparrow,0.1196,   1 PAM2_20230310_044000.wav
39.0,42.0,White-crowned Sparrow,0.1143,   1 PAM2_20230310_045000.wav
42.0,45.0,Sora,0.3777,   1 PAM2_20230310_050000.wav
51.0,54.0,Sora,0.1426,   1 PAM2_20230310_050000.wav
15.0,18.0,Watercock,0.1241,   1 PAM2_20230310_051000.wav
0,3.0,Engine,0.2831,   1 PAM2_20230310_052000.wav
15.0,18.0,Engine,0.1986,   1 PAM2_20230310_052000.wav
21.0,24.0,Engine,0.1755,   1 PAM2_20230310_052000.wav
27.0,30.0,Rustic Bunting,0.5697,   1 PAM2_20230310_052000.wav
3.0,6.0,Engine,0.2363,   1 PAM2_20230310_052000.wav
30.0,33.0,Engine,0.2135,   1 PAM2_20230310_052000.wav
51.0,54.0,Eurasian Eagle-Owl,0.1469,   1 PAM2_20230310_054000.wav
6.0,9.0,White-crowned Sparrow,0.1208,   1 PAM2_20230310_054000.wav
33.0,36.0,Eastern Narrow-mouthed Toad,0.3964,   1 PAM2_20230310_055000.wav
51.0,54.0,Eastern Narrow-mouthed Toad,0.1656,   1 PAM2_20230310_055000.wav
51.0,54.0,Engine,0.1139,   1 PAM2_20230310_055000.wav
54.0,57.0,Eastern Narrow-mouthed Toad,0.3489,   1 PAM2_20230310_055000.wav
57.0,60.0,Gray-crowned Flycatcher,0.1463,   1 PAM2_20230310_055000.wav
18.0,21.0,Engine,0.1429,   1 PAM2_20230310_060000.wav
21.0,24.0,Engine,0.1237,   1 PAM2_20230310_060000.wav
30.0,33.0,Engine,0.1298,   1 PAM2_20230310_060000.wav
33.0,36.0,Engine,0.2341,   1 PAM2_20230310_060000.wav
36.0,39.0,Wild Turkey,0.9259,   1 PAM2_20230310_061000.wav
9.0,12.0,Wild Turkey,0.2778,   1 PAM2_20230310_061000.wav
12.0,15.0,Northern Cardinal,0.2113,   1 PAM2_20230310_062000.wav
18.0,21.0,Spring Peeper,0.1372,   1 PAM2_20230310_062000.wav
30.0,33.0,White-throated Sparrow,0.1103,   1 PAM2_20230310_062000.wav
36.0,39.0,Northern Cardinal,0.1341,   1 PAM2_20230310_062000.wav
42.0,45.0,White-throated Sparrow,0.4833,   1 PAM2_20230310_062000.wav
45.0,48.0,White-throated Sparrow,0.1474,   1 PAM2_20230310_062000.wav
0,3.0,Brown-headed Nuthatch,0.3834,   1 PAM2_20230310_063000.wav
12.0,15.0,Brown-headed Nuthatch,0.1396,   1 PAM2_20230310_063000.wav
15.0,18.0,Tufted Titmouse,0.1709,   1 PAM2_20230310_063000.wav
18.0,21.0,Tufted Titmouse,0.2423,   1 PAM2_20230310_063000.wav
21.0,24.0,Northern Cardinal,0.1164,   1 PAM2_20230310_063000.wav
21.0,24.0,Tufted Titmouse,0.1630,   1 PAM2_20230310_063000.wav
27.0,30.0,Tufted Titmouse,0.1130,   1 PAM2_20230310_063000.wav
3.0,6.0,Brown-headed Nuthatch,0.9944,   1 PAM2_20230310_063000.wav
30.0,33.0,Carolina Chickadee,0.3376,   1 PAM2_20230310_063000.wav
33.0,36.0,Tufted Titmouse,0.1338,   1 PAM2_20230310_063000.wav
36.0,39.0,Northern Cardinal,0.1462,   1 PAM2_20230310_063000.wav
42.0,45.0,Northern Cardinal,0.4925,   1 PAM2_20230310_063000.wav
51.0,54.0,Northern Cardinal,0.2282,   1 PAM2_20230310_063000.wav
6.0,9.0,Brown-headed Nuthatch,0.9868,   1 PAM2_20230310_063000.wav
9.0,12.0,Tufted Titmouse,0.1076,   1 PAM2_20230310_063000.wav
