,,,,  11 
Begin Time (s),End Time (s),Common Name,Confidence,1561 Begin File
45.0,48.0,Mountain Chickadee,0.5362,   1 PAM2_20230309_171000.wav
48.0,51.0,American Pipit,0.1103,   1 PAM2_20230309_171000.wav
48.0,51.0,White-crowned Sparrow,0.2162,   1 PAM2_20230309_171000.wav
51.0,54.0,White-crowned Sparrow,0.3633,   1 PAM2_20230309_171000.wav
54.0,57.0,White-crowned Sparrow,0.2109,   1 PAM2_20230309_171000.wav
57.0,60.0,White-crowned Sparrow,0.1572,   1 PAM2_20230309_171000.wav
6.0,9.0,White-crowned Sparrow,0.5279,   1 PAM2_20230309_171000.wav
9.0,12.0,White-crowned Sparrow,0.2007,   1 PAM2_20230309_171000.wav
0,3.0,Swamp Sparrow,0.8008,   1 PAM2_20230309_172000.wav
12.0,15.0,Swamp Sparrow,0.6634,   1 PAM2_20230309_172000.wav
15.0,18.0,Swamp Sparrow,0.8433,   1 PAM2_20230309_172000.wav
18.0,21.0,Swamp Sparrow,0.6658,   1 PAM2_20230309_172000.wav
21.0,24.0,Swamp Sparrow,0.4160,   1 PAM2_20230309_172000.wav
24.0,27.0,Swamp Sparrow,0.4846,   1 PAM2_20230309_172000.wav
27.0,30.0,Swamp Sparrow,0.4310,   1 PAM2_20230309_172000.wav
3.0,6.0,Swamp Sparrow,0.3997,   1 PAM2_20230309_172000.wav
30.0,33.0,Swamp Sparrow,0.5360,   1 PAM2_20230309_172000.wav
33.0,36.0,Swamp Sparrow,0.6539,   1 PAM2_20230309_172000.wav
36.0,39.0,Swamp Sparrow,0.7825,   1 PAM2_20230309_172000.wav
39.0,42.0,White-crowned Sparrow,0.1787,   1 PAM2_20230309_172000.wav
42.0,45.0,White-crowned Sparrow,0.2192,   1 PAM2_20230309_172000.wav
48.0,51.0,Dark-eyed Junco,0.1599,   1 PAM2_20230309_172000.wav
48.0,51.0,Western Bonelli's Warbler,0.1974,   1 PAM2_20230309_172000.wav
51.0,54.0,American Pipit,0.4422,   1 PAM2_20230309_172000.wav
51.0,54.0,White-crowned Sparrow,0.4912,   1 PAM2_20230309_172000.wav
54.0,57.0,Eurasian Woodcock,0.3641,   1 PAM2_20230309_172000.wav
54.0,57.0,Swamp Sparrow,0.2366,   1 PAM2_20230309_172000.wav
57.0,60.0,Gray Wagtail,0.2292,   1 PAM2_20230309_172000.wav
57.0,60.0,Swamp Sparrow,0.3026,   1 PAM2_20230309_172000.wav
6.0,9.0,Swamp Sparrow,0.5968,   1 PAM2_20230309_172000.wav
9.0,12.0,Swamp Sparrow,0.1990,   1 PAM2_20230309_172000.wav
0,3.0,Swamp Sparrow,0.3681,   1 PAM2_20230309_173000.wav
15.0,18.0,American Pipit,0.1208,   1 PAM2_20230309_173000.wav
21.0,24.0,Hermit Thrush,0.1141,   1 PAM2_20230309_173000.wav
21.0,24.0,Mountain Chickadee,0.1817,   1 PAM2_20230309_173000.wav
21.0,24.0,White-crowned Sparrow,0.2353,   1 PAM2_20230309_173000.wav
27.0,30.0,White-crowned Sparrow,0.1679,   1 PAM2_20230309_173000.wav
3.0,6.0,Dark-eyed Junco,0.1093,   1 PAM2_20230309_173000.wav
30.0,33.0,White-crowned Sparrow,0.4235,   1 PAM2_20230309_173000.wav
36.0,39.0,White-crowned Sparrow,0.7427,   1 PAM2_20230309_173000.wav
39.0,42.0,White-crowned Sparrow,0.4190,   1 PAM2_20230309_173000.wav
42.0,45.0,White-crowned Sparrow,0.1977,   1 PAM2_20230309_173000.wav
45.0,48.0,American Pipit,0.1407,   1 PAM2_20230309_173000.wav
45.0,48.0,White-crowned Sparrow,0.1852,   1 PAM2_20230309_173000.wav
48.0,51.0,Redwing,0.1733,   1 PAM2_20230309_173000.wav
48.0,51.0,White-crowned Sparrow,0.1168,   1 PAM2_20230309_173000.wav
51.0,54.0,White-crowned Sparrow,0.2973,   1 PAM2_20230309_173000.wav
54.0,57.0,American Pipit,0.2001,   1 PAM2_20230309_173000.wav
54.0,57.0,White-crowned Sparrow,0.1594,   1 PAM2_20230309_173000.wav
0,3.0,American Pipit,0.1339,   1 PAM2_20230309_174000.wav
0,3.0,White-crowned Sparrow,0.1991,   1 PAM2_20230309_174000.wav
12.0,15.0,White-crowned Sparrow,0.1536,   1 PAM2_20230309_174000.wav
15.0,18.0,Barn Owl,0.2272,   1 PAM2_20230309_174000.wav
15.0,18.0,Eurasian Nightjar,0.2055,   1 PAM2_20230309_174000.wav
15.0,18.0,Lesser Spotted Woodpecker,0.1520,   1 PAM2_20230309_174000.wav
18.0,21.0,Red-bellied Woodpecker,0.7565,   1 PAM2_20230309_174000.wav
21.0,24.0,Red-bellied Woodpecker,0.8744,   1 PAM2_20230309_174000.wav
27.0,30.0,White-crowned Sparrow,0.2566,   1 PAM2_20230309_174000.wav
3.0,6.0,American Pipit,0.5820,   1 PAM2_20230309_174000.wav
33.0,36.0,White-crowned Sparrow,0.2073,   1 PAM2_20230309_174000.wav
36.0,39.0,European Robin,0.1891,   1 PAM2_20230309_174000.wav
36.0,39.0,Orange-crowned Warbler,0.1302,   1 PAM2_20230309_174000.wav
45.0,48.0,American Pipit,0.1044,   1 PAM2_20230309_174000.wav
45.0,48.0,White-crowned Sparrow,0.2725,   1 PAM2_20230309_174000.wav
48.0,51.0,White-crowned Sparrow,0.2630,   1 PAM2_20230309_174000.wav
51.0,54.0,White-crowned Sparrow,0.2106,   1 PAM2_20230309_174000.wav
6.0,9.0,White-crowned Sparrow,0.1265,   1 PAM2_20230309_174000.wav
9.0,12.0,White-crowned Sparrow,0.3275,   1 PAM2_20230309_174000.wav
15.0,18.0,Downy Woodpecker,0.8489,   1 PAM2_20230309_175000.wav
18.0,21.0,Swamp Sparrow,0.4254,   1 PAM2_20230309_175000.wav
21.0,24.0,Yellow-olive Flycatcher,0.5067,   1 PAM2_20230309_175000.wav
27.0,30.0,Little Grass Frog,0.1507,   1 PAM2_20230309_175000.wav
3.0,6.0,Red-bellied Woodpecker,0.4808,   1 PAM2_20230309_175000.wav
33.0,36.0,White-crowned Sparrow,0.2863,   1 PAM2_20230309_175000.wav
36.0,39.0,White-crowned Sparrow,0.1047,   1 PAM2_20230309_175000.wav
39.0,42.0,Red-bellied Woodpecker,0.4190,   1 PAM2_20230309_175000.wav
42.0,45.0,Carolina Wren,0.1795,   1 PAM2_20230309_175000.wav
48.0,51.0,American Robin,0.2055,   1 PAM2_20230309_175000.wav
48.0,51.0,White-crowned Sparrow,0.1021,   1 PAM2_20230309_175000.wav
54.0,57.0,White-crowned Sparrow,0.1755,   1 PAM2_20230309_175000.wav
0,3.0,Little Grass Frog,0.1254,   1 PAM2_20230309_180000.wav
0,3.0,White-crowned Sparrow,0.1072,   1 PAM2_20230309_180000.wav
12.0,15.0,White-crowned Sparrow,0.7647,   1 PAM2_20230309_180000.wav
15.0,18.0,White-crowned Sparrow,0.1918,   1 PAM2_20230309_180000.wav
18.0,21.0,Rustic Bunting,0.2058,   1 PAM2_20230309_180000.wav
21.0,24.0,Spotted Puffbird,0.2470,   1 PAM2_20230309_180000.wav
21.0,24.0,Undulated Antshrike,0.4915,   1 PAM2_20230309_180000.wav
30.0,33.0,Northern Cardinal,0.3103,   1 PAM2_20230309_180000.wav
33.0,36.0,White-crowned Sparrow,0.5082,   1 PAM2_20230309_180000.wav
36.0,39.0,White-crowned Sparrow,0.1719,   1 PAM2_20230309_180000.wav
39.0,42.0,White-crowned Sparrow,0.2337,   1 PAM2_20230309_180000.wav
42.0,45.0,Northern Cardinal,0.3407,   1 PAM2_20230309_180000.wav
42.0,45.0,Spotted Puffbird,0.1051,   1 PAM2_20230309_180000.wav
45.0,48.0,White-crowned Sparrow,0.2831,   1 PAM2_20230309_180000.wav
48.0,51.0,Dark-eyed Junco,0.2224,   1 PAM2_20230309_180000.wav
48.0,51.0,White-crowned Sparrow,0.1576,   1 PAM2_20230309_180000.wav
51.0,54.0,Northern Cardinal,0.2402,   1 PAM2_20230309_180000.wav
54.0,57.0,White-crowned Sparrow,0.1546,   1 PAM2_20230309_180000.wav
57.0,60.0,White-crowned Sparrow,0.1808,   1 PAM2_20230309_180000.wav
6.0,9.0,Northern Cardinal,0.1391,   1 PAM2_20230309_180000.wav
0,3.0,White-crowned Sparrow,0.5850,   1 PAM2_20230309_181000.wav
12.0,15.0,White-crowned Sparrow,0.1826,   1 PAM2_20230309_181000.wav
18.0,21.0,White-crowned Sparrow,0.3766,   1 PAM2_20230309_181000.wav
33.0,36.0,White-crowned Sparrow,0.1211,   1 PAM2_20230309_181000.wav
39.0,42.0,White-crowned Sparrow,0.1054,   1 PAM2_20230309_181000.wav
42.0,45.0,Bay-capped Wren-Spinetail,0.3178,   1 PAM2_20230309_181000.wav
42.0,45.0,Common Grasshopper-Warbler,0.1116,   1 PAM2_20230309_181000.wav
45.0,48.0,White-crowned Sparrow,0.1975,   1 PAM2_20230309_181000.wav
48.0,51.0,White-crowned Sparrow,0.3390,   1 PAM2_20230309_181000.wav
54.0,57.0,White-crowned Sparrow,0.3965,   1 PAM2_20230309_181000.wav
57.0,60.0,White-crowned Sparrow,0.2538,   1 PAM2_20230309_181000.wav
6.0,9.0,White-crowned Sparrow,0.1143,   1 PAM2_20230309_181000.wav
9.0,12.0,White-crowned Sparrow,0.2340,   1 PAM2_20230309_181000.wav
15.0,18.0,White-crowned Sparrow,0.2244,   1 PAM2_20230309_182000.wav
21.0,24.0,White-crowned Sparrow,0.2143,   1 PAM2_20230309_182000.wav
27.0,30.0,White-crowned Sparrow,0.3620,   1 PAM2_20230309_182000.wav
30.0,33.0,White-crowned Sparrow,0.1320,   1 PAM2_20230309_182000.wav
33.0,36.0,American Pipit,0.1087,   1 PAM2_20230309_182000.wav
33.0,36.0,White-crowned Sparrow,0.1012,   1 PAM2_20230309_182000.wav
36.0,39.0,White-crowned Sparrow,0.1399,   1 PAM2_20230309_182000.wav
39.0,42.0,White-crowned Sparrow,0.2331,   1 PAM2_20230309_182000.wav
54.0,57.0,Little Grass Frog,0.1075,   1 PAM2_20230309_182000.wav
54.0,57.0,White-crowned Sparrow,0.1280,   1 PAM2_20230309_182000.wav
57.0,60.0,White-crowned Sparrow,0.2958,   1 PAM2_20230309_182000.wav
6.0,9.0,White-crowned Sparrow,0.1267,   1 PAM2_20230309_182000.wav
0,3.0,White-crowned Sparrow,0.1087,   1 PAM2_20230309_183000.wav
12.0,15.0,White-crowned Sparrow,0.1015,   1 PAM2_20230309_183000.wav
15.0,18.0,White-crowned Sparrow,0.1349,   1 PAM2_20230309_183000.wav
21.0,24.0,American Pipit,0.3283,   1 PAM2_20230309_183000.wav
21.0,24.0,White-crowned Sparrow,0.2318,   1 PAM2_20230309_183000.wav
27.0,30.0,White-crowned Sparrow,0.1245,   1 PAM2_20230309_183000.wav
3.0,6.0,American Pipit,0.1310,   1 PAM2_20230309_183000.wav
3.0,6.0,White-crowned Sparrow,0.1582,   1 PAM2_20230309_183000.wav
30.0,33.0,White-crowned Sparrow,0.2259,   1 PAM2_20230309_183000.wav
33.0,36.0,White-crowned Sparrow,0.4004,   1 PAM2_20230309_183000.wav
36.0,39.0,American Pipit,0.1408,   1 PAM2_20230309_183000.wav
36.0,39.0,White-crowned Sparrow,0.2400,   1 PAM2_20230309_183000.wav
39.0,42.0,Olive-backed Pipit,0.1697,   1 PAM2_20230309_183000.wav
39.0,42.0,Spotted Flycatcher,0.2241,   1 PAM2_20230309_183000.wav
45.0,48.0,European Robin,0.2294,   1 PAM2_20230309_183000.wav
48.0,51.0,White-crowned Sparrow,0.2552,   1 PAM2_20230309_183000.wav
51.0,54.0,White-crowned Sparrow,0.2912,   1 PAM2_20230309_183000.wav
54.0,57.0,White-crowned Sparrow,0.5817,   1 PAM2_20230309_183000.wav
6.0,9.0,White-crowned Sparrow,0.4601,   1 PAM2_20230309_183000.wav
9.0,12.0,White-crowned Sparrow,0.1222,   1 PAM2_20230309_183000.wav
0,3.0,Brush Cuckoo,0.1186,   1 PAM2_20230309_184000.wav
12.0,15.0,White-crowned Sparrow,0.1192,   1 PAM2_20230309_184000.wav
15.0,18.0,White-crowned Sparrow,0.1400,   1 PAM2_20230309_184000.wav
21.0,24.0,White-crowned Sparrow,0.3241,   1 PAM2_20230309_184000.wav
27.0,30.0,White-crowned Sparrow,0.2573,   1 PAM2_20230309_184000.wav
3.0,6.0,Brush Cuckoo,0.1007,   1 PAM2_20230309_184000.wav
30.0,33.0,White-crowned Sparrow,0.6087,   1 PAM2_20230309_184000.wav
33.0,36.0,White-crowned Sparrow,0.1274,   1 PAM2_20230309_184000.wav
45.0,48.0,White-crowned Sparrow,0.1585,   1 PAM2_20230309_184000.wav
48.0,51.0,White-crowned Sparrow,0.1294,   1 PAM2_20230309_184000.wav
57.0,60.0,White-crowned Sparrow,0.1130,   1 PAM2_20230309_184000.wav
6.0,9.0,Brush Cuckoo,0.1812,   1 PAM2_20230309_184000.wav
6.0,9.0,White-crowned Sparrow,0.1127,   1 PAM2_20230309_184000.wav
15.0,18.0,Regent Honeyeater,0.1170,   1 PAM2_20230309_185000.wav
18.0,21.0,Eurasian Magpie,0.1027,   1 PAM2_20230309_185000.wav
21.0,24.0,White-crowned Sparrow,0.1105,   1 PAM2_20230309_185000.wav
39.0,42.0,White-crowned Sparrow,0.1536,   1 PAM2_20230309_185000.wav
51.0,54.0,White-crowned Sparrow,0.1850,   1 PAM2_20230309_185000.wav
6.0,9.0,White-crowned Sparrow,0.1855,   1 PAM2_20230309_185000.wav
0,3.0,Pickerel Frog,0.1096,   1 PAM2_20230309_190000.wav
12.0,15.0,White-crowned Sparrow,0.1293,   1 PAM2_20230309_190000.wav
15.0,18.0,White-crowned Sparrow,0.2355,   1 PAM2_20230309_190000.wav
18.0,21.0,Large-tailed Nightjar,0.2595,   1 PAM2_20230309_190000.wav
24.0,27.0,Eurasian Nightjar,0.1850,   1 PAM2_20230309_190000.wav
27.0,30.0,White-crowned Sparrow,0.1151,   1 PAM2_20230309_190000.wav
30.0,33.0,White-crowned Sparrow,0.2787,   1 PAM2_20230309_190000.wav
33.0,36.0,White-crowned Sparrow,0.2040,   1 PAM2_20230309_190000.wav
36.0,39.0,White-crowned Sparrow,0.1408,   1 PAM2_20230309_190000.wav
39.0,42.0,White-crowned Sparrow,0.3088,   1 PAM2_20230309_190000.wav
45.0,48.0,White-crowned Sparrow,0.2549,   1 PAM2_20230309_190000.wav
48.0,51.0,Eurasian Nightjar,0.1004,   1 PAM2_20230309_190000.wav
51.0,54.0,White-crowned Sparrow,0.5335,   1 PAM2_20230309_190000.wav
6.0,9.0,Eurasian Nightjar,0.1890,   1 PAM2_20230309_190000.wav
6.0,9.0,Pickerel Frog,0.1097,   1 PAM2_20230309_190000.wav
9.0,12.0,Pickerel Frog,0.2078,   1 PAM2_20230309_190000.wav
9.0,12.0,Spring Peeper,0.1785,   1 PAM2_20230309_190000.wav
12.0,15.0,White-crowned Sparrow,0.1396,   1 PAM2_20230309_191000.wav
21.0,24.0,White-crowned Sparrow,0.2173,   1 PAM2_20230309_191000.wav
27.0,30.0,White-crowned Sparrow,0.1279,   1 PAM2_20230309_191000.wav
33.0,36.0,Ladder-backed Woodpecker,0.2506,   1 PAM2_20230309_191000.wav
36.0,39.0,White-crowned Sparrow,0.2177,   1 PAM2_20230309_191000.wav
39.0,42.0,Song Wren,0.2463,   1 PAM2_20230309_191000.wav
45.0,48.0,White-crowned Sparrow,0.2109,   1 PAM2_20230309_191000.wav
48.0,51.0,Little Grass Frog,0.2259,   1 PAM2_20230309_191000.wav
48.0,51.0,White-crowned Sparrow,0.5849,   1 PAM2_20230309_191000.wav
51.0,54.0,Lesser Spotted Woodpecker,0.1879,   1 PAM2_20230309_191000.wav
57.0,60.0,White-crowned Sparrow,0.2074,   1 PAM2_20230309_191000.wav
9.0,12.0,Bay-capped Wren-Spinetail,0.1223,   1 PAM2_20230309_191000.wav
9.0,12.0,Grassland Sparrow,0.2266,   1 PAM2_20230309_191000.wav
9.0,12.0,Rustic Bunting,0.3563,   1 PAM2_20230309_191000.wav
0,3.0,White-crowned Sparrow,0.3567,   1 PAM2_20230309_193000.wav
0,3.0,Zitting Cisticola,0.1186,   1 PAM2_20230309_193000.wav
12.0,15.0,White-crowned Sparrow,0.1487,   1 PAM2_20230309_193000.wav
15.0,18.0,Hermit Thrush,0.1166,   1 PAM2_20230309_193000.wav
15.0,18.0,White-crowned Sparrow,0.4003,   1 PAM2_20230309_193000.wav
18.0,21.0,Hermit Thrush,0.1283,   1 PAM2_20230309_193000.wav
18.0,21.0,White-crowned Sparrow,0.1549,   1 PAM2_20230309_193000.wav
21.0,24.0,Eurasian Nightjar,0.8599,   1 PAM2_20230309_193000.wav
24.0,27.0,Eurasian Nightjar,0.1050,   1 PAM2_20230309_193000.wav
24.0,27.0,Lesser Spotted Woodpecker,0.4276,   1 PAM2_20230309_193000.wav
3.0,6.0,White-crowned Sparrow,0.1325,   1 PAM2_20230309_193000.wav
39.0,42.0,White-crowned Sparrow,0.2217,   1 PAM2_20230309_193000.wav
42.0,45.0,White-crowned Sparrow,0.2563,   1 PAM2_20230309_193000.wav
45.0,48.0,White-crowned Sparrow,0.2085,   1 PAM2_20230309_193000.wav
51.0,54.0,White-crowned Sparrow,0.1042,   1 PAM2_20230309_193000.wav
54.0,57.0,White-crowned Sparrow,0.1100,   1 PAM2_20230309_193000.wav
6.0,9.0,Eurasian Nightjar,0.1107,   1 PAM2_20230309_193000.wav
9.0,12.0,White-crowned Sparrow,0.1097,   1 PAM2_20230309_193000.wav
12.0,15.0,Rustic Bunting,0.2891,   1 PAM2_20230309_194000.wav
18.0,21.0,Chuck-will's-widow,0.2436,   1 PAM2_20230309_194000.wav
18.0,21.0,Magnificent Riflebird,0.1117,   1 PAM2_20230309_194000.wav
18.0,21.0,Rook,0.1156,   1 PAM2_20230309_194000.wav
24.0,27.0,White-crowned Sparrow,0.1886,   1 PAM2_20230309_194000.wav
27.0,30.0,White-crowned Sparrow,0.1474,   1 PAM2_20230309_194000.wav
3.0,6.0,White-crowned Sparrow,0.1371,   1 PAM2_20230309_194000.wav
33.0,36.0,White-crowned Sparrow,0.2091,   1 PAM2_20230309_194000.wav
36.0,39.0,Eurasian Nightjar,0.1398,   1 PAM2_20230309_194000.wav
36.0,39.0,Ladder-backed Woodpecker,0.1166,   1 PAM2_20230309_194000.wav
39.0,42.0,White-crowned Sparrow,0.2892,   1 PAM2_20230309_194000.wav
42.0,45.0,Eurasian Nightjar,0.2131,   1 PAM2_20230309_194000.wav
45.0,48.0,White-backed Woodpecker,0.1971,   1 PAM2_20230309_194000.wav
48.0,51.0,White-crowned Sparrow,0.1015,   1 PAM2_20230309_194000.wav
51.0,54.0,White-crowned Sparrow,0.1207,   1 PAM2_20230309_194000.wav
54.0,57.0,White-crowned Sparrow,0.1068,   1 PAM2_20230309_194000.wav
9.0,12.0,White-crowned Sparrow,0.1205,   1 PAM2_20230309_194000.wav
0,3.0,Eurasian Nightjar,0.5676,   1 PAM2_20230309_195000.wav
15.0,18.0,White-crowned Sparrow,0.1888,   1 PAM2_20230309_195000.wav
24.0,27.0,White-crowned Sparrow,0.1144,   1 PAM2_20230309_195000.wav
30.0,33.0,White-crowned Sparrow,0.1710,   1 PAM2_20230309_195000.wav
36.0,39.0,White-crowned Sparrow,0.1248,   1 PAM2_20230309_195000.wav
39.0,42.0,White-crowned Sparrow,0.1048,   1 PAM2_20230309_195000.wav
51.0,54.0,White-crowned Sparrow,0.1496,   1 PAM2_20230309_195000.wav
57.0,60.0,Rustic Bunting,0.4061,   1 PAM2_20230309_195000.wav
6.0,9.0,Bell's Sparrow,0.6253,   1 PAM2_20230309_195000.wav
6.0,9.0,Little Bunting,0.1324,   1 PAM2_20230309_195000.wav
6.0,9.0,Rustic Bunting,0.5407,   1 PAM2_20230309_195000.wav
6.0,9.0,White-crowned Sparrow,0.1047,   1 PAM2_20230309_195000.wav
0,3.0,Eurasian Nightjar,0.2849,   1 PAM2_20230309_200000.wav
12.0,15.0,Little Bunting,0.4058,   1 PAM2_20230309_200000.wav
15.0,18.0,Engine,0.5182,   1 PAM2_20230309_200000.wav
18.0,21.0,Eurasian Nightjar,0.1864,   1 PAM2_20230309_200000.wav
18.0,21.0,Hairy Woodpecker,0.1080,   1 PAM2_20230309_200000.wav
18.0,21.0,Ladder-backed Woodpecker,0.1278,   1 PAM2_20230309_200000.wav
21.0,24.0,Engine,0.1645,   1 PAM2_20230309_200000.wav
24.0,27.0,Engine,0.3302,   1 PAM2_20230309_200000.wav
27.0,30.0,Engine,0.3760,   1 PAM2_20230309_200000.wav
3.0,6.0,Engine,0.3209,   1 PAM2_20230309_200000.wav
30.0,33.0,Engine,0.1470,   1 PAM2_20230309_200000.wav
30.0,33.0,Eurasian Nightjar,0.4262,   1 PAM2_20230309_200000.wav
33.0,36.0,Engine,0.8036,   1 PAM2_20230309_200000.wav
36.0,39.0,Engine,0.1827,   1 PAM2_20230309_200000.wav
42.0,45.0,Engine,0.1581,   1 PAM2_20230309_200000.wav
48.0,51.0,Engine,0.3274,   1 PAM2_20230309_200000.wav
51.0,54.0,Engine,0.7430,   1 PAM2_20230309_200000.wav
54.0,57.0,Engine,0.3613,   1 PAM2_20230309_200000.wav
57.0,60.0,Engine,0.5651,   1 PAM2_20230309_200000.wav
6.0,9.0,Engine,0.4962,   1 PAM2_20230309_200000.wav
9.0,12.0,Engine,0.4936,   1 PAM2_20230309_200000.wav
0,3.0,White-crowned Sparrow,0.1430,   1 PAM2_20230309_201000.wav
15.0,18.0,Little Bunting,0.2205,   1 PAM2_20230309_201000.wav
15.0,18.0,Rustic Bunting,0.1840,   1 PAM2_20230309_201000.wav
15.0,18.0,White-crowned Sparrow,0.3447,   1 PAM2_20230309_201000.wav
18.0,21.0,White-crowned Sparrow,0.2901,   1 PAM2_20230309_201000.wav
21.0,24.0,White-crowned Sparrow,0.2691,   1 PAM2_20230309_201000.wav
24.0,27.0,Eurasian Nightjar,0.1582,   1 PAM2_20230309_201000.wav
27.0,30.0,White-crowned Sparrow,0.4128,   1 PAM2_20230309_201000.wav
36.0,39.0,White-crowned Sparrow,0.1150,   1 PAM2_20230309_201000.wav
39.0,42.0,White-crowned Sparrow,0.2306,   1 PAM2_20230309_201000.wav
42.0,45.0,White-crowned Sparrow,0.1444,   1 PAM2_20230309_201000.wav
45.0,48.0,White-crowned Sparrow,0.2470,   1 PAM2_20230309_201000.wav
48.0,51.0,White-crowned Sparrow,0.1339,   1 PAM2_20230309_201000.wav
51.0,54.0,White-crowned Sparrow,0.2396,   1 PAM2_20230309_201000.wav
57.0,60.0,European Robin,0.1121,   1 PAM2_20230309_201000.wav
0,3.0,White-crowned Sparrow,0.1435,   1 PAM2_20230309_202000.wav
12.0,15.0,White-crowned Sparrow,0.1100,   1 PAM2_20230309_202000.wav
18.0,21.0,White-crowned Sparrow,0.1030,   1 PAM2_20230309_202000.wav
36.0,39.0,White-crowned Sparrow,0.3251,   1 PAM2_20230309_202000.wav
42.0,45.0,White-crowned Sparrow,0.1451,   1 PAM2_20230309_202000.wav
6.0,9.0,White-crowned Sparrow,0.1864,   1 PAM2_20230309_202000.wav
9.0,12.0,White-crowned Sparrow,0.6447,   1 PAM2_20230309_202000.wav
0,3.0,White-crowned Sparrow,0.1613,   1 PAM2_20230309_203000.wav
15.0,18.0,White-crowned Sparrow,0.1539,   1 PAM2_20230309_203000.wav
21.0,24.0,White-crowned Sparrow,0.2514,   1 PAM2_20230309_203000.wav
3.0,6.0,Eurasian Nightjar,0.8455,   1 PAM2_20230309_203000.wav
36.0,39.0,White-crowned Sparrow,0.1064,   1 PAM2_20230309_203000.wav
39.0,42.0,Eurasian Nightjar,0.1260,   1 PAM2_20230309_203000.wav
42.0,45.0,White-crowned Sparrow,0.1416,   1 PAM2_20230309_203000.wav
45.0,48.0,White-crowned Sparrow,0.1676,   1 PAM2_20230309_203000.wav
48.0,51.0,White-crowned Sparrow,0.4433,   1 PAM2_20230309_203000.wav
51.0,54.0,Song Wren,0.1575,   1 PAM2_20230309_203000.wav
54.0,57.0,White-crowned Sparrow,0.1497,   1 PAM2_20230309_203000.wav
6.0,9.0,Eurasian Nightjar,0.1085,   1 PAM2_20230309_203000.wav
12.0,15.0,White-crowned Sparrow,0.1249,   1 PAM2_20230309_204000.wav
15.0,18.0,White-crowned Sparrow,0.4710,   1 PAM2_20230309_204000.wav
18.0,21.0,White-crowned Sparrow,0.1143,   1 PAM2_20230309_204000.wav
30.0,33.0,Eurasian Nightjar,0.4166,   1 PAM2_20230309_204000.wav
30.0,33.0,Ladder-backed Woodpecker,0.2293,   1 PAM2_20230309_204000.wav
30.0,33.0,Pickerel Frog,0.1028,   1 PAM2_20230309_204000.wav
33.0,36.0,Ladder-backed Woodpecker,0.1345,   1 PAM2_20230309_204000.wav
39.0,42.0,Little Grass Frog,0.2245,   1 PAM2_20230309_204000.wav
42.0,45.0,White-crowned Sparrow,0.1058,   1 PAM2_20230309_204000.wav
45.0,48.0,White-crowned Sparrow,0.1741,   1 PAM2_20230309_204000.wav
51.0,54.0,Eurasian Nightjar,0.1399,   1 PAM2_20230309_204000.wav
54.0,57.0,Least Bittern,0.1588,   1 PAM2_20230309_204000.wav
54.0,57.0,Song Wren,0.1307,   1 PAM2_20230309_204000.wav
6.0,9.0,White-crowned Sparrow,0.1035,   1 PAM2_20230309_204000.wav
9.0,12.0,White-crowned Sparrow,0.2996,   1 PAM2_20230309_204000.wav
0,3.0,Engine,0.1241,   1 PAM2_20230309_205000.wav
15.0,18.0,Eurasian Nightjar,0.1959,   1 PAM2_20230309_205000.wav
15.0,18.0,Pickerel Frog,0.2376,   1 PAM2_20230309_205000.wav
21.0,24.0,Eurasian Nightjar,0.8909,   1 PAM2_20230309_205000.wav
24.0,27.0,Lesser Spotted Woodpecker,0.6440,   1 PAM2_20230309_205000.wav
3.0,6.0,European Robin,0.2003,   1 PAM2_20230309_205000.wav
30.0,33.0,White-crowned Sparrow,0.1002,   1 PAM2_20230309_205000.wav
33.0,36.0,Eurasian Eagle-Owl,0.1057,   1 PAM2_20230309_205000.wav
36.0,39.0,Eurasian Nightjar,0.3689,   1 PAM2_20230309_205000.wav
39.0,42.0,Ladder-backed Woodpecker,0.1566,   1 PAM2_20230309_205000.wav
42.0,45.0,White-crowned Sparrow,0.1557,   1 PAM2_20230309_205000.wav
51.0,54.0,Eurasian Nightjar,0.6665,   1 PAM2_20230309_205000.wav
0,3.0,White-crowned Sparrow,0.4677,   1 PAM2_20230309_210000.wav
12.0,15.0,White-crowned Sparrow,0.2509,   1 PAM2_20230309_210000.wav
18.0,21.0,White-crowned Sparrow,0.1346,   1 PAM2_20230309_210000.wav
27.0,30.0,White-crowned Sparrow,0.5116,   1 PAM2_20230309_210000.wav
30.0,33.0,White-crowned Sparrow,0.1428,   1 PAM2_20230309_210000.wav
33.0,36.0,White-crowned Sparrow,0.1126,   1 PAM2_20230309_210000.wav
39.0,42.0,White-crowned Sparrow,0.1030,   1 PAM2_20230309_210000.wav
42.0,45.0,White-crowned Sparrow,0.2135,   1 PAM2_20230309_210000.wav
45.0,48.0,White-crowned Sparrow,0.1401,   1 PAM2_20230309_210000.wav
54.0,57.0,White-crowned Sparrow,0.2083,   1 PAM2_20230309_210000.wav
57.0,60.0,White-crowned Sparrow,0.2278,   1 PAM2_20230309_210000.wav
9.0,12.0,White-crowned Sparrow,0.2078,   1 PAM2_20230309_210000.wav
0,3.0,Eurasian Nightjar,0.4451,   1 PAM2_20230309_211000.wav
3.0,6.0,Little Grass Frog,0.1242,   1 PAM2_20230309_211000.wav
3.0,6.0,White-crowned Sparrow,0.1368,   1 PAM2_20230309_211000.wav
